nfl,1,2023-09-07,2324
nfl,1,2023-09-08,2324
nfl,1,2023-09-09,2324
nfl,1,2023-09-10,2324
nfl,1,2023-09-11,2324
nfl,1,2023-09-12,2324
nfl,2,2023-09-13,2324
nfl,2,2023-09-14,2324
nfl,2,2023-09-15,2324
nfl,2,2023-09-16,2324
nfl,2,2023-09-17,2324
nfl,2,2023-09-18,2324
nfl,2,2023-09-19,2324
nfl,3,2023-09-20,2324
nfl,3,2023-09-21,2324
nfl,3,2023-09-22,2324
nfl,3,2023-09-23,2324
nfl,3,2023-09-24,2324
nfl,3,2023-09-25,2324
nfl,3,2023-09-26,2324
nfl,4,2023-09-27,2324
nfl,4,2023-09-28,2324
nfl,4,2023-09-29,2324
nfl,4,2023-09-30,2324
nfl,4,2023-10-01,2324
nfl,4,2023-10-02,2324
nfl,4,2023-10-03,2324
nfl,5,2023-10-04,2324
nfl,5,2023-10-05,2324
nfl,5,2023-10-06,2324
nfl,5,2023-10-07,2324
nfl,5,2023-10-08,2324
nfl,5,2023-10-09,2324
nfl,5,2023-10-10,2324
nfl,6,2023-10-11,2324
nfl,6,2023-10-12,2324
nfl,6,2023-10-13,2324
nfl,6,2023-10-14,2324
nfl,6,2023-10-15,2324
nfl,6,2023-10-16,2324
nfl,6,2023-10-17,2324
nfl,7,2023-10-18,2324
nfl,7,2023-10-19,2324
nfl,7,2023-10-20,2324
nfl,7,2023-10-21,2324
nfl,7,2023-10-22,2324
nfl,7,2023-10-23,2324
nfl,7,2023-10-24,2324
nfl,8,2023-10-25,2324
nfl,8,2023-10-26,2324
nfl,8,2023-10-27,2324
nfl,8,2023-10-28,2324
nfl,8,2023-10-29,2324
nfl,8,2023-10-30,2324
nfl,8,2023-10-31,2324
nfl,9,2023-11-01,2324
nfl,9,2023-11-02,2324
nfl,9,2023-11-03,2324
nfl,9,2023-11-04,2324
nfl,9,2023-11-05,2324
nfl,9,2023-11-06,2324
nfl,9,2023-11-07,2324
nfl,10,2023-11-08,2324
nfl,10,2023-11-09,2324
nfl,10,2023-11-10,2324
nfl,10,2023-11-11,2324
nfl,10,2023-11-12,2324
nfl,10,2023-11-13,2324
nfl,10,2023-11-14,2324
nfl,11,2023-11-15,2324
nfl,11,2023-11-16,2324
nfl,11,2023-11-17,2324
nfl,11,2023-11-18,2324
nfl,11,2023-11-19,2324
nfl,11,2023-11-20,2324
nfl,11,2023-11-21,2324
nfl,12,2023-11-22,2324
nfl,12,2023-11-23,2324
nfl,12,2023-11-24,2324
nfl,12,2023-11-25,2324
nfl,12,2023-11-26,2324
nfl,12,2023-11-27,2324
nfl,12,2023-11-28,2324
nfl,13,2023-11-29,2324
nfl,13,2023-11-30,2324
nfl,13,2023-12-01,2324
nfl,13,2023-12-02,2324
nfl,13,2023-12-03,2324
nfl,13,2023-12-04,2324
nfl,13,2023-12-05,2324
nfl,14,2023-12-06,2324
nfl,14,2023-12-07,2324
nfl,14,2023-12-08,2324
nfl,14,2023-12-09,2324
nfl,14,2023-12-10,2324
nfl,14,2023-12-11,2324
nfl,14,2023-12-12,2324
nfl,15,2023-12-13,2324
nfl,15,2023-12-14,2324
nfl,15,2023-12-15,2324
nfl,15,2023-12-16,2324
nfl,15,2023-12-17,2324
nfl,15,2023-12-18,2324
nfl,15,2023-12-19,2324
nfl,16,2023-12-20,2324
nfl,16,2023-12-21,2324
nfl,16,2023-12-22,2324
nfl,16,2023-12-23,2324
nfl,16,2023-12-24,2324
nfl,16,2023-12-25,2324
nfl,16,2023-12-26,2324
nfl,17,2023-12-27,2324
nfl,17,2023-12-28,2324
nfl,17,2023-12-29,2324
nfl,17,2023-12-30,2324
nfl,17,2023-12-31,2324
nfl,17,2024-01-01,2324
nfl,17,2024-01-02,2324
nfl,18,2024-01-03,2324
nfl,18,2024-01-04,2324
nfl,18,2024-01-05,2324
nfl,18,2024-01-06,2324
nfl,18,2024-01-07,2324
nfl,18,2024-01-08,2324
nfl,18,2024-01-09,2324
nfl,18,2024-01-10,2324
nfl,18,2024-01-11,2324
nfl,18,2024-01-12,2324
